benchmark,cloning_code,cloning_secs,cloning_kb,cloning_branches,versioned_code,versioned_secs,versioned_kb,versioned_branches,persistent_code,persistent_secs,persistent_kb,persistent_branches,colored_code,colored_secs,colored_kb,colored_branches
benchmarks/isaplanner_goal17.smt2.th,0,.30,14916.00,55.00,0,.24,10752.00,55.00,0,.35,13940.00,55.00,101,7.28,11396.00,0
benchmarks/isaplanner_goal68.smt2.th,0,.21,14112.00,27.00,0,.24,11556.00,27.00,0,.26,14580.00,27.00,101,8.12,11344.00,0
benchmarks/isaplanner_goal35.smt2.th,101,.04,6964.00,0,101,.04,7292.00,0,101,.04,7148.00,0,101,.04,7172.00,0
benchmarks/isaplanner_goal71.smt2.th,0,.33,14792.00,55.00,0,.21,10744.00,55.00,0,.32,13656.00,55.00,101,8.57,11240.00,0
benchmarks/clam_goal34.smt2.th,0,.22,11792.00,13.00,0,.25,10588.00,13.00,0,.28,12432.00,13.00,101,.29,11080.00,0
benchmarks/clam_goal85.smt2.th,0,.27,11752.00,13.00,0,.23,10792.00,13.00,0,.26,12512.00,13.00,101,.28,10876.00,0
benchmarks/sg_clam_goal-sg24.smt2.th,0,1.01,14048.00,13.00,0,.25,11160.00,13.00,0,.23,11772.00,13.00,101,.93,12624.00,0
benchmarks/isaplanner_goal64.smt2.th,0,.41,19072.00,77.00,0,.25,10920.00,77.00,0,.40,17252.00,77.00,101,25.47,11524.00,0
benchmarks/isaplanner_goal22.smt2.th,0,.38,21000.00,115.00,0,.31,10976.00,115.00,0,.41,16176.00,115.00,101,74.97,11900.00,0
benchmarks/isaplanner_goal23.smt2.th,0,.39,20828.00,115.00,0,.35,10844.00,115.00,0,.44,16060.00,115.00,101,74.55,11876.00,0
benchmarks/isaplanner_goal24.smt2.th,0,.42,21300.00,115.00,0,.31,10712.00,115.00,0,.45,15984.00,115.00,101,74.47,11964.00,0
benchmarks/isaplanner_goal25.smt2.th,0,.43,20712.00,115.00,0,.33,10772.00,115.00,0,.48,16556.00,115.00,101,74.30,11972.00,0
benchmarks/isaplanner_goal31.smt2.th,0,.37,20928.00,115.00,0,.31,10828.00,115.00,0,.45,16176.00,115.00,101,72.52,11956.00,0
benchmarks/isaplanner_goal36.smt2.th,101,.05,7024.00,0,101,.03,7200.00,0,101,.04,7144.00,0,101,.05,7152.00,0
benchmarks/isaplanner_goal32.smt2.th,0,.36,21048.00,115.00,0,.47,10884.00,115.00,0,.46,16556.00,115.00,101,73.55,11968.00,0
benchmarks/isaplanner_goal33.smt2.th,0,.46,20976.00,115.00,0,.37,10972.00,115.00,0,.46,16548.00,115.00,101,72.84,11940.00,0
benchmarks/isaplanner_goal34.smt2.th,0,.38,21104.00,115.00,0,.35,10972.00,115.00,0,.41,16688.00,115.00,101,71.27,11924.00,0
benchmarks/clam_goal13.smt2.th,0,.33,12200.00,13.00,0,.34,11360.00,13.00,0,.34,13704.00,13.00,101,.18,10844.00,0
benchmarks/clam_goal26.smt2.th,0,.30,12228.00,13.00,0,.32,11360.00,13.00,0,.33,13404.00,13.00,101,.21,10924.00,0
benchmarks/isaplanner_goal67.smt2.th,0,.39,18504.00,73.00,0,.37,11416.00,73.00,0,.40,18376.00,73.00,101,26.88,11964.00,0
benchmarks/clam_goal61.smt2.th,0,.29,12624.00,13.00,0,.41,12892.00,13.00,0,.31,14472.00,13.00,0,1.58,12976.00,45.00
benchmarks/clam_goal63.smt2.th,0,.29,12268.00,13.00,0,.39,13424.00,13.00,0,.33,14492.00,13.00,0,1.65,13080.00,45.00
benchmarks/clam_goal72.smt2.th,0,.33,12380.00,13.00,0,.37,12908.00,13.00,0,.33,14480.00,13.00,0,1.57,13052.00,45.00
benchmarks/sg_clam_goal-sg13.smt2.th,0,.38,12480.00,13.00,0,.35,11592.00,13.00,0,.43,13928.00,13.00,101,.36,11356.00,0
benchmarks/sg_clam_goal-sg15.smt2.th,0,.13,10424.00,13.00,0,.08,10168.00,13.00,0,.09,10188.00,13.00,0,1.13,10676.00,45.00
benchmarks/isaplanner_goal12.smt2.th,0,.43,15716.00,67.00,0,.52,11260.00,67.00,0,.47,21412.00,67.00,101,2.84,18892.00,0
benchmarks/isaplanner_goal69.smt2.th,0,.44,20700.00,91.00,0,.48,11924.00,91.00,0,.62,20664.00,91.00,101,55.16,11976.00,0
benchmarks/sg_clam_goal-sg9.smt2.th,0,4.81,22336.00,67.00,0,.49,11144.00,67.00,0,4.53,56092.00,67.00,101,15.56,11448.00,0
benchmarks/sg_clam_goal-sg26.smt2.th,0,.48,12496.00,13.00,0,.53,11748.00,13.00,0,.47,14420.00,13.00,101,.70,12004.00,0
benchmarks/clam_goal35.smt2.th,0,.58,14368.00,13.00,0,.50,11452.00,13.00,0,.65,16272.00,13.00,101,.68,12444.00,0
benchmarks/clam_goal86.smt2.th,0,.58,14372.00,13.00,0,.49,11192.00,13.00,0,.53,15852.00,13.00,101,.73,12320.00,0
benchmarks/sg_clam_goal-sg34.smt2.th,0,1.02,15604.00,13.00,0,.93,12380.00,13.00,0,.80,18028.00,13.00,101,2.39,14304.00,0
benchmarks/sg_clam_goal-sg85.smt2.th,0,1.21,14192.00,13.00,0,1.07,11772.00,13.00,0,.73,14040.00,13.00,101,1.53,12108.00,0
benchmarks/clam_goal52.smt2.th,0,.57,13628.00,13.00,0,.81,17116.00,13.00,0,.51,18476.00,13.00,0,7.86,48752.00,45.00
benchmarks/clam_goal53.smt2.th,0,.57,13636.00,13.00,0,1.64,56772.00,13.00,0,1.13,48616.00,13.00,0,2.60,16908.00,45.00
benchmarks/clam_goal1.smt2.th,0,.12,10412.00,13.00,0,.09,10268.00,13.00,0,.09,11168.00,13.00,0,1.04,10676.00,45.00
benchmarks/clam_goal3.smt2.th,0,.91,26648.00,13.00,0,1.72,57364.00,13.00,0,.52,18428.00,13.00,0,7.82,49356.00,45.00
benchmarks/clam_goal65.smt2.th,0,1.11,26300.00,13.00,0,1.69,56904.00,13.00,0,.54,18464.00,13.00,0,7.88,49676.00,45.00
benchmarks/sg_clam_goal-sg3.smt2.th,0,.91,26664.00,13.00,0,.81,17340.00,13.00,0,1.03,48288.00,13.00,0,3.05,17192.00,45.00
benchmarks/clam_goal2.smt2.th,0,.61,13524.00,13.00,0,.80,16976.00,13.00,0,1.12,48712.00,13.00,0,2.57,16884.00,45.00
benchmarks/clam_goal4.smt2.th,0,.59,13836.00,13.00,0,.76,17412.00,13.00,0,.60,18664.00,13.00,0,7.92,48804.00,45.00
benchmarks/clam_goal20.smt2.th,0,.65,13936.00,13.00,0,.99,17312.00,13.00,0,1.07,48524.00,13.00,101,6.38,20512.00,0
benchmarks/clam_goal25.smt2.th,0,1.01,26632.00,13.00,0,.80,16864.00,13.00,0,.64,18052.00,13.00,101,.23,10760.00,0
benchmarks/clam_goal22.smt2.th,0,.76,13940.00,13.00,0,1.83,57452.00,13.00,0,.65,18048.00,13.00,101,6.43,20580.00,0
benchmarks/clam_goal64.smt2.th,0,.91,26488.00,13.00,0,1.86,57000.00,13.00,0,1.02,48592.00,13.00,101,6.67,20468.00,0
benchmarks/isaplanner_goal47.smt2.th,0,.61,32748.00,115.00,0,1.27,30448.00,115.00,0,.77,30792.00,115.00,101,73.21,12304.00,0
benchmarks/isaplanner_goal16.smt2.th,0,.10,11060.00,19.00,0,.11,10404.00,19.00,0,.12,11476.00,19.00,0,1.25,10772.00,63.00
benchmarks/sg_clam_goal-sg25.smt2.th,0,1.57,17472.00,13.00,0,1.89,58136.00,13.00,0,.83,19272.00,13.00,101,.94,12668.00,0
benchmarks/clam_goal40.smt2.th,0,3.19,35800.00,27.00,0,1.62,27196.00,27.00,0,9.52,66500.00,27.00,124,179.99,55856.00,0
benchmarks/clam_goal23.smt2.th,0,.86,13736.00,13.00,0,1.01,17140.00,13.00,0,.85,18656.00,13.00,101,.18,10884.00,0
benchmarks/sg_clam_goal-sg22.smt2.th,0,.71,14048.00,13.00,0,.78,17284.00,13.00,0,.58,18768.00,13.00,101,6.76,20572.00,0
benchmarks/clam_goal10.smt2.th,0,.95,14852.00,13.00,0,1.54,17304.00,13.00,0,1.11,20788.00,13.00,0,3.50,17292.00,45.00
benchmarks/clam_goal11.smt2.th,0,1.04,14444.00,13.00,0,1.59,17556.00,13.00,0,1.08,20696.00,13.00,0,3.46,17036.00,45.00
benchmarks/clam_goal17.smt2.th,0,.86,14544.00,13.00,0,1.68,17556.00,13.00,0,1.13,20712.00,13.00,0,3.62,17016.00,45.00
benchmarks/clam_goal18.smt2.th,0,1.03,14612.00,13.00,0,1.60,17280.00,13.00,0,1.11,20592.00,13.00,0,3.59,17128.00,45.00
benchmarks/clam_goal19.smt2.th,0,1.09,14852.00,13.00,0,1.62,17448.00,13.00,0,1.01,20732.00,13.00,0,3.70,17352.00,45.00
benchmarks/clam_goal30.smt2.th,0,.95,14592.00,13.00,0,1.67,17396.00,13.00,0,1.06,20644.00,13.00,0,3.57,17020.00,45.00
